tv_channel,city,tvviewers,start_time,end_time,event_number,weekday
7mate Tasmania,Tasmania,9,14:45,14:59,8,7
7mate Tasmania,Tasmania,3,11:00,11:14,4,5
7mate Tasmania,Tasmania,6,14:00,14:14,6,7
7mate Tasmania,Tasmania,12,13:45,13:59,12,6
7mate Tasmania,Tasmania,16,16:00,16:14,2,7
7mate Tasmania,Tasmania,9,13:15,13:29,4,7
7mate Tasmania,Tasmania,13,17:15,17:29,6,7
7mate Tasmania,Tasmania,12,16:45,16:59,12,6
7mate Tasmania,Tasmania,4,14:00,14:14,1,6
7mate Tasmania,Tasmania,8,11:30,11:44,4,6
7mate Tasmania,Tasmania,13,14:00,14:14,4,7
7mate Tasmania,Tasmania,8,16:00,16:14,8,7
7mate Tasmania,Tasmania,10,15:30,15:44,12,6
7mate Tasmania,Tasmania,11,14:00,14:14,12,6
7mate Tasmania,Tasmania,14,16:15,16:29,2,7
7mate Tasmania,Tasmania,2,18:00,18:14,1,7
7mate Tasmania,Tasmania,15,16:45,16:59,6,7
7mate Tasmania,Tasmania,12,15:00,15:14,1,6
7mate Tasmania,Tasmania,11,11:15,11:29,4,6
7mate Tasmania,Tasmania,6,13:45,13:59,6,7
7mate Tasmania,Tasmania,16,17:45,17:59,12,6
"7mate Tasmania, Southern Cross Tasmania",Tasmania,29,17:45,17:59,1,6
Southern Cross Tasmania,Tasmania,9,15:30,15:44,10,7
Southern Cross Tasmania,Tasmania,18,13:45,13:59,1,7
Southern Cross Tasmania,Tasmania,20,20:15,20:29,1,6
Southern Cross Tasmania,Tasmania,40,17:45,17:59,1,7
Southern Cross Tasmania,Tasmania,21,09:30,09:44,11,7
Southern Cross Tasmania,Tasmania,23,12:45,12:59,11,6
Southern Cross Tasmania,Tasmania,4,14:00,14:14,1,5
Southern Cross Tasmania,Tasmania,8,13:30,13:44,14,7
Southern Cross Tasmania,Tasmania,21,09:15,09:29,11,7
Southern Cross Tasmania,Tasmania,16,16:15,16:29,14,6
Southern Cross Tasmania,Tasmania,29,15:15,15:29,1,7
Southern Cross Tasmania,Tasmania,37,17:00,17:14,14,7
Southern Cross Tasmania,Tasmania,23,17:30,17:44,14,7
Southern Cross Tasmania,Tasmania,13,12:45,12:59,12,7
Southern Cross Tasmania,Tasmania,23,20:00,20:14,1,6
Southern Cross Tasmania,Tasmania,11,13:45,13:59,10,7
Southern Cross Tasmania,Tasmania,21,16:30,16:44,10,6
Southern Cross Tasmania,Tasmania,76,15:15,15:29,11,7
Southern Cross Tasmania,Tasmania,24,14:45,14:59,12,7
Southern Cross Tasmania,Tasmania,15,14:00,14:14,14,7
Southern Cross Tasmania,Tasmania,43,17:00,17:14,11,6
Southern Cross Tasmania,Tasmania,5,12:30,12:44,10,7
Southern Cross Tasmania,Tasmania,15,19:00,19:14,1,6
Southern Cross Tasmania,Tasmania,44,11:00,11:14,11,7
Southern Cross Tasmania,Tasmania,27,15:30,15:44,11,6
Southern Cross Tasmania,Tasmania,9,15:45,15:59,10,7
Southern Cross Tasmania,Tasmania,21,12:15,12:29,11,6
Southern Cross Tasmania,Tasmania,25,17:15,17:29,14,7
Southern Cross Tasmania,Tasmania,16,16:30,16:44,14,6
Southern Cross Tasmania,Tasmania,22,17:15,17:29,13,6
Southern Cross Tasmania,Tasmania,11,15:00,15:14,10,7
Southern Cross Tasmania,Tasmania,18,13:15,13:29,12,7
Southern Cross Tasmania,Tasmania,11,15:30,15:44,13,7
Southern Cross Tasmania,Tasmania,87,14:30,14:44,11,7
Southern Cross Tasmania,Tasmania,10,15:30,15:44,13,6
Southern Cross Tasmania,Tasmania,25,16:15,16:29,11,6
Southern Cross Tasmania,Tasmania,15,15:15,15:29,11,5
Southern Cross Tasmania,Tasmania,12,13:00,13:14,11,5
Southern Cross Tasmania,Tasmania,4,14:30,14:44,1,5
Southern Cross Tasmania,Tasmania,6,12:45,12:59,10,7
Southern Cross Tasmania,Tasmania,10,15:15,15:29,10,7
Southern Cross Tasmania,Tasmania,20,13:00,13:14,11,6
Southern Cross Tasmania,Tasmania,84,17:45,17:59,11,7
Southern Cross Tasmania,Tasmania,5,13:00,13:14,10,7
Southern Cross Tasmania,Tasmania,20,16:30,16:44,1,6
Southern Cross Tasmania,Tasmania,46,11:15,11:29,11,7
Southern Cross Tasmania,Tasmania,10,14:15,14:29,13,6
Southern Cross Tasmania,Tasmania,17,16:15,16:29,1,6
Southern Cross Tasmania,Tasmania,32,16:45,16:59,12,7
Southern Cross Tasmania,Tasmania,20,08:45,08:59,11,7
Southern Cross Tasmania,Tasmania,92,18:15,18:29,11,7
Southern Cross Tasmania,Tasmania,30,17:30,17:44,1,7
Southern Cross Tasmania,Tasmania,8,15:00,15:14,13,7
Southern Cross Tasmania,Tasmania,20,14:00,14:14,1,7
Southern Cross Tasmania,Tasmania,12,16:15,16:29,1,5
Southern Cross Tasmania,Tasmania,31,17:45,17:59,14,6
Southern Cross Tasmania,Tasmania,14,16:45,16:59,1,5
Southern Cross Tasmania,Tasmania,14,13:15,13:29,1,7
Southern Cross Tasmania,Tasmania,17,13:00,13:14,12,7
Southern Cross Tasmania,Tasmania,14,16:00,16:14,13,6
Southern Cross Tasmania,Tasmania,32,15:15,15:29,11,6
Southern Cross Tasmania,Tasmania,20,14:30,14:44,10,6
Southern Cross Tasmania,Tasmania,15,13:00,13:14,1,7
Southern Cross Tasmania,Tasmania,11,13:45,13:59,14,6
Southern Cross Tasmania,Tasmania,32,16:15,16:29,1,7
Southern Cross Tasmania,Tasmania,28,16:00,16:14,11,6
Southern Cross Tasmania,Tasmania,7,13:45,13:59,13,6
Southern Cross Tasmania,Tasmania,10,15:45,15:59,13,6
Southern Cross Tasmania,Tasmania,13,14:45,14:59,11,5
Southern Cross Tasmania,Tasmania,5,14:45,14:59,1,5
Southern Cross Tasmania,Tasmania,33,10:15,10:29,11,7
Southern Cross Tasmania,Tasmania,16,15:30,15:44,11,5
Southern Cross Tasmania,Tasmania,43,11:45,11:59,11,7
Southern Cross Tasmania,Tasmania,101,18:30,18:44,11,7
Southern Cross Tasmania,Tasmania,29,15:30,15:44,1,7
Southern Cross Tasmania,Tasmania,22,14:30,14:44,11,6
Southern Cross Tasmania,Tasmania,8,14:30,14:44,13,6
Southern Cross Tasmania,Tasmania,86,18:00,18:14,11,7
Southern Cross Tasmania,Tasmania,10,13:30,13:44,11,5
Southern Cross Tasmania,Tasmania,22,14:45,14:59,11,6
Southern Cross Tasmania,Tasmania,11,16:00,16:14,1,5
Southern Cross Tasmania,Tasmania,19,16:45,16:59,14,6
Southern Cross Tasmania,Tasmania,19,15:30,15:44,14,7
Southern Cross Tasmania,Tasmania,3,07:45,07:59,11,7
Southern Cross Tasmania,Tasmania,78,17:15,17:29,11,7
Southern Cross Tasmania,Tasmania,9,15:00,15:14,1,5
Southern Cross Tasmania,Tasmania,16,19:15,19:29,1,6
Southern Cross Tasmania,Tasmania,24,10:00,10:14,11,7
Southern Cross Tasmania,Tasmania,10,17:00,17:14,13,7
Southern Cross Tasmania,Tasmania,15,16:00,16:14,14,6
Southern Cross Tasmania,Tasmania,19,14:15,14:29,12,7
Southern Cross Tasmania,Tasmania,26,17:00,17:14,1,6
Southern Cross Tasmania,Tasmania,18,13:30,13:44,11,6
Southern Cross Tasmania,Tasmania,29,15:45,15:59,12,7
Southern Cross Tasmania,Tasmania,7,13:15,13:29,10,7
Southern Cross Tasmania,Tasmania,74,15:45,15:59,11,7
Southern Cross Tasmania,Tasmania,76,14:00,14:14,11,7
Southern Cross Tasmania,Tasmania,17,16:15,16:29,13,6
Southern Cross Tasmania,Tasmania,24,15:00,15:14,10,6
Southern Cross Tasmania,Tasmania,8,15:15,15:29,13,7
Southern Cross Tasmania,Tasmania,9,17:15,17:29,13,7
Southern Cross Tasmania,Tasmania,19,16:00,16:14,14,7
Southern Cross Tasmania,Tasmania,41,11:30,11:44,11,7
Southern Cross Tasmania,Tasmania,13,14:15,14:29,14,6
Southern Cross Tasmania,Tasmania,69,15:30,15:44,11,7
Southern Cross Tasmania,Tasmania,13,14:15,14:29,14,7
Southern Cross Tasmania,Tasmania,24,16:45,16:59,10,7
Southern Cross Tasmania,Tasmania,25,16:30,16:44,12,7
Southern Cross Tasmania,Tasmania,21,15:45,15:59,14,7
Southern Cross Tasmania,Tasmania,29,17:45,17:59,14,7
Southern Cross Tasmania,Tasmania,22,17:15,17:29,10,7
Southern Cross Tasmania,Tasmania,79,16:45,16:59,11,7
Southern Cross Tasmania,Tasmania,13,15:15,15:29,14,6
Southern Cross Tasmania,Tasmania,28,15:00,15:14,1,7
Southern Cross Tasmania,Tasmania,19,20:30,20:44,1,6
Southern Cross Tasmania,Tasmania,89,14:45,14:59,11,7
Southern Cross Tasmania,Tasmania,20,14:00,14:14,11,6
Southern Cross Tasmania,Tasmania,12,13:15,13:29,11,5
Southern Cross Tasmania,Tasmania,11,13:30,13:44,10,7
Southern Cross Tasmania,Tasmania,21,14:15,14:29,1,7
Southern Cross Tasmania,Tasmania,27,17:00,17:14,14,6
Southern Cross Tasmania,Tasmania,27,16:00,16:14,12,7
Southern Cross Tasmania,Tasmania,21,14:30,14:44,1,7
Southern Cross Tasmania,Tasmania,52,12:30,12:44,11,7
Southern Cross Tasmania,Tasmania,17,08:30,08:44,11,7
Southern Cross Tasmania,Tasmania,18,15:30,15:44,10,6
Southern Cross Tasmania,Tasmania,12,15:00,15:14,13,6
Southern Cross Tasmania,Tasmania,54,13:00,13:14,11,7
Southern Cross Tasmania,Tasmania,38,10:30,10:44,11,7
Southern Cross Tasmania,Tasmania,12,14:00,14:14,14,6
Southern Cross Tasmania,Tasmania,11,15:45,15:59,13,7
Southern Cross Tasmania,Tasmania,22,13:15,13:29,11,6
Southern Cross Tasmania,Tasmania,14,15:45,15:59,14,6
Southern Cross Tasmania,Tasmania,4,13:30,13:44,13,6
Southern Cross Tasmania,Tasmania,63,13:15,13:29,11,7
Southern Cross Tasmania,Tasmania,12,14:45,14:59,14,6
Southern Cross Tasmania,Tasmania,10,15:15,15:29,1,5
Southern Cross Tasmania,Tasmania,76,17:00,17:14,11,7
Southern Cross Tasmania,Tasmania,79,15:00,15:14,11,7
Southern Cross Tasmania,Tasmania,21,19:30,19:44,1,6
Southern Cross Tasmania,Tasmania,27,15:15,15:29,12,7
Southern Cross Tasmania,Tasmania,8,16:45,16:59,13,7
Southern Cross Tasmania,Tasmania,24,17:15,17:29,10,6
Southern Cross Tasmania,Tasmania,26,15:00,15:14,11,6
Southern Cross Tasmania,Tasmania,19,16:45,16:59,1,6
Southern Cross Tasmania,Tasmania,30,16:30,16:44,1,7
Southern Cross Tasmania,Tasmania,10,14:15,14:29,10,7
Southern Cross Tasmania,Tasmania,15,08:15,08:29,11,7
Southern Cross Tasmania,Tasmania,15,16:15,16:29,10,7
Southern Cross Tasmania,Tasmania,25,17:00,17:14,10,6
Southern Cross Tasmania,Tasmania,20,14:15,14:29,10,6
Southern Cross Tasmania,Tasmania,27,17:00,17:14,10,7
Southern Cross Tasmania,Tasmania,27,16:15,16:29,12,7
Southern Cross Tasmania,Tasmania,29,17:30,17:44,1,6
Southern Cross Tasmania,Tasmania,23,17:00,17:14,13,6
Southern Cross Tasmania,Tasmania,53,17:45,17:59,11,6
Southern Cross Tasmania,Tasmania,37,17:00,17:14,12,7
Southern Cross Tasmania,Tasmania,7,08:00,08:14,11,7
Southern Cross Tasmania,Tasmania,19,14:30,14:44,12,7
Southern Cross Tasmania,Tasmania,27,17:15,17:29,1,7
Southern Cross Tasmania,Tasmania,19,15:15,15:29,14,7
Southern Cross Tasmania,Tasmania,31,17:00,17:14,1,7
Southern Cross Tasmania,Tasmania,27,15:30,15:44,12,7
Southern Cross Tasmania,Tasmania,20,09:45,09:59,11,7
Southern Cross Tasmania,Tasmania,15,13:45,13:59,12,7
Southern Cross Tasmania,Tasmania,22,14:15,14:29,11,6
Southern Cross Tasmania,Tasmania,19,16:15,16:29,14,7
Southern Cross Tasmania,Tasmania,37,10:45,10:59,11,7
Southern Cross Tasmania,Tasmania,15,16:30,16:44,1,5
Southern Cross Tasmania,Tasmania,30,16:45,16:59,1,7
Southern Cross Tasmania,Tasmania,26,17:15,17:29,1,6
Southern Cross Tasmania,Tasmania,12,13:30,13:44,14,6
Southern Cross Tasmania,Tasmania,77,16:15,16:29,11,7
Southern Cross Tasmania,Tasmania,9,14:15,14:29,11,5
Southern Cross Tasmania,Tasmania,21,13:45,13:59,11,6
Southern Cross Tasmania,Tasmania,13,14:30,14:44,14,6
Southern Cross Tasmania,Tasmania,46,17:15,17:29,11,6
Southern Cross Tasmania,Tasmania,20,18:45,18:59,1,6
Southern Cross Tasmania,Tasmania,18,13:30,13:44,12,7
Southern Cross Tasmania,Tasmania,3,07:00,07:14,11,7
Southern Cross Tasmania,Tasmania,32,15:45,15:59,1,7
Southern Cross Tasmania,Tasmania,34,16:45,16:59,11,6
Southern Cross Tasmania,Tasmania,13,13:45,13:59,14,7
Southern Cross Tasmania,Tasmania,32,16:45,16:59,14,7
Southern Cross Tasmania,Tasmania,10,16:15,16:29,13,7
Southern Cross Tasmania,Tasmania,2,07:15,07:29,11,7
Southern Cross Tasmania,Tasmania,12,16:00,16:14,13,7
Southern Cross Tasmania,Tasmania,9,14:45,14:59,13,6
Southern Cross Tasmania,Tasmania,76,16:30,16:44,11,7
Southern Cross Tasmania,Tasmania,9,14:00,14:14,13,6
Southern Cross Tasmania,Tasmania,25,16:00,16:14,10,6
Southern Cross Tasmania,Tasmania,11,16:00,16:14,1,6
Southern Cross Tasmania,Tasmania,22,14:45,14:59,10,6
Southern Cross Tasmania,Tasmania,19,15:15,15:29,10,6
Southern Cross Tasmania,Tasmania,24,16:30,16:44,14,7
Southern Cross Tasmania,Tasmania,21,16:45,16:59,13,6
Southern Cross Tasmania,Tasmania,10,12:30,12:44,12,7
Southern Cross Tasmania,Tasmania,13,14:30,14:44,14,7
Southern Cross Tasmania,Tasmania,20,16:30,16:44,10,7
Southern Cross Tasmania,Tasmania,13,15:00,15:14,11,5
Southern Cross Tasmania,Tasmania,11,14:30,14:44,10,7
Southern Cross Tasmania,Tasmania,18,09:00,09:14,11,7
Southern Cross Tasmania,Tasmania,9,13:45,13:59,11,5
Southern Cross Tasmania,Tasmania,9,14:00,14:14,10,7
Southern Cross Tasmania,Tasmania,10,12:00,12:14,11,6
Southern Cross Tasmania,Tasmania,26,12:30,12:44,11,6
Southern Cross Tasmania,Tasmania,19,13:30,13:44,1,7
Southern Cross Tasmania,Tasmania,17,15:45,15:59,11,5
Southern Cross Tasmania,Tasmania,20,14:00,14:14,10,6
Southern Cross Tasmania,Tasmania,27,16:45,16:59,10,6
Southern Cross Tasmania,Tasmania,84,14:15,14:29,11,7
Southern Cross Tasmania,Tasmania,15,14:45,14:59,14,7
Southern Cross Tasmania,Tasmania,6,14:15,14:29,1,5
Southern Cross Tasmania,Tasmania,12,15:45,15:59,1,5
Southern Cross Tasmania,Tasmania,33,16:30,16:44,11,6
Southern Cross Tasmania,Tasmania,11,14:30,14:44,11,5
Southern Cross Tasmania,Tasmania,47,12:45,12:59,11,7
Southern Cross Tasmania,Tasmania,78,16:00,16:14,11,7
Southern Cross Tasmania,Tasmania,49,12:00,12:14,11,7
Southern Cross Tasmania,Tasmania,33,16:00,16:14,1,7
Southern Cross Tasmania,Tasmania,22,14:45,14:59,1,7
Southern Cross Tasmania,Tasmania,17,16:30,16:44,13,6
Southern Cross Tasmania,Tasmania,26,15:00,15:14,12,7
Southern Cross Tasmania,Tasmania,4,07:30,07:44,11,7
Southern Cross Tasmania,Tasmania,10,14:00,14:14,11,5
Southern Cross Tasmania,Tasmania,11,15:30,15:44,1,5
Southern Cross Tasmania,Tasmania,51,12:15,12:29,11,7
Southern Cross Tasmania,Tasmania,25,19:45,19:59,1,6
Southern Cross Tasmania,Tasmania,18,14:00,14:14,12,7
Southern Cross Tasmania,Tasmania,50,17:30,17:44,11,6
Southern Cross Tasmania,Tasmania,12,14:45,14:59,10,7
Southern Cross Tasmania,Tasmania,21,15:45,15:59,11,6
Southern Cross Tasmania,Tasmania,12,15:15,15:29,13,6
Southern Cross Tasmania,Tasmania,67,13:30,13:44,11,7
Southern Cross Tasmania,Tasmania,30,17:15,17:29,14,6
Southern Cross Tasmania,Tasmania,31,17:30,17:44,14,6
Southern Cross Tasmania,Tasmania,17,15:45,15:59,10,6
Southern Cross Tasmania,Tasmania,67,13:45,13:59,11,7
Southern Cross Tasmania,Tasmania,9,16:30,16:44,13,7
Southern Cross Tasmania,Tasmania,87,17:30,17:44,11,7
Southern Cross Tasmania,Tasmania,17,15:00,15:14,14,7
Southern Cross Tasmania,Tasmania,23,18:30,18:44,1,6
Southern Cross Tasmania,Tasmania,14,15:30,15:44,14,6
Southern Cross Tasmania,Tasmania,12,15:00,15:14,14,6
Southern Cross Tasmania,Tasmania,20,16:15,16:29,10,6
Southern Cross Tasmania,Tasmania,10,16:00,16:14,10,7
Southern Cross Tasmania,Tasmania,38,17:15,17:29,12,7
