tv_channel,city,tvviewers,start_time,end_time,event_number,weekday
ATN7,Sydney,89,08:00,08:14,11,7
ATN7,Sydney,752,18:30,18:44,11,7
ATN7,Sydney,82,16:45,16:59,7,6
ATN7,Sydney,107,17:00,17:14,9,7
ATN7,Sydney,95,16:30,16:44,9,7
ATN7,Sydney,32,14:00,14:14,7,6
ATN7,Sydney,61,12:00,12:14,4,6
ATN7,Sydney,411,14:45,14:59,11,7
ATN7,Sydney,116,16:15,16:29,12,6
ATN7,Sydney,127,15:30,15:44,12,6
ATN7,Sydney,114,15:45,15:59,13,6
ATN7,Sydney,125,16:30,16:44,13,6
ATN7,Sydney,64,15:00,15:14,11,5
ATN7,Sydney,49,13:45,13:59,9,6
ATN7,Sydney,44,14:00,14:14,8,6
ATN7,Sydney,47,14:30,14:44,11,5
ATN7,Sydney,69,15:30,15:44,9,7
ATN7,Sydney,74,15:15,15:29,6,7
ATN7,Sydney,52,13:30,13:44,6,7
ATN7,Sydney,117,17:45,17:59,7,6
ATN7,Sydney,43,14:45,14:59,8,6
ATN7,Sydney,99,14:00,14:14,14,6
ATN7,Sydney,104,16:45,16:59,7,7
ATN7,Sydney,157,17:00,17:14,9,6
ATN7,Sydney,87,17:15,17:29,8,7
ATN7,Sydney,38,13:30,13:44,11,5
ATN7,Sydney,40,14:00,14:14,6,6
ATN7,Sydney,85,15:30,15:44,7,7
ATN7,Sydney,49,14:15,14:29,6,7
ATN7,Sydney,302,11:15,11:29,11,7
ATN7,Sydney,211,16:30,16:44,11,6
ATN7,Sydney,121,15:00,15:14,14,6
ATN7,Sydney,134,15:45,15:59,12,6
ATN7,Sydney,69,14:00,14:14,1,5
ATN7,Sydney,53,15:45,15:59,6,6
ATN7,Sydney,128,16:30,16:44,9,6
ATN7,Sydney,125,16:45,16:59,13,7
ATN7,Sydney,104,17:00,17:14,6,7
ATN7,Sydney,61,13:30,13:44,10,7
ATN7,Sydney,171,16:45,16:59,1,7
ATN7,Sydney,63,15:30,15:44,6,7
ATN7,Sydney,79,16:00,16:14,9,7
ATN7,Sydney,177,15:00,15:14,12,7
ATN7,Sydney,84,15:00,15:14,2,6
ATN7,Sydney,184,16:30,16:44,14,7
ATN7,Sydney,77,14:45,14:59,2,6
ATN7,Sydney,69,16:45,16:59,5,6
ATN7,Sydney,44,14:00,14:14,11,5
ATN7,Sydney,83,14:45,14:59,3,7
ATN7,Sydney,98,14:15,14:29,13,6
ATN7,Sydney,75,13:45,13:59,10,7
ATN7,Sydney,44,14:15,14:29,8,6
ATN7,Sydney,107,15:00,15:14,1,7
ATN7,Sydney,110,16:00,16:14,7,7
ATN7,Sydney,428,16:30,16:44,11,7
ATN7,Sydney,137,19:15,19:29,1,6
ATN7,Sydney,103,15:45,15:59,13,7
ATN7,Sydney,45,16:00,16:14,8,6
ATN7,Sydney,31,13:00,13:14,9,6
ATN7,Sydney,108,16:15,16:29,7,7
ATN7,Sydney,43,16:15,16:29,8,6
ATN7,Sydney,75,14:30,14:44,3,7
ATN7,Sydney,142,13:00,13:14,11,6
ATN7,Sydney,87,13:30,13:44,12,6
ATN7,Sydney,114,16:00,16:14,14,6
ATN7,Sydney,56,14:15,14:29,5,6
ATN7,Sydney,49,16:00,16:14,5,6
ATN7,Sydney,307,11:45,11:59,11,7
ATN7,Sydney,64,15:00,15:14,6,6
ATN7,Sydney,83,15:00,15:14,7,7
ATN7,Sydney,50,13:00,13:14,4,6
ATN7,Sydney,84,15:30,15:44,2,6
ATN7,Sydney,202,16:15,16:29,12,7
ATN7,Sydney,62,15:15,15:29,11,5
ATN7,Sydney,31,15:15,15:29,8,6
ATN7,Sydney,418,15:45,15:59,11,7
ATN7,Sydney,79,17:00,17:14,8,6
ATN7,Sydney,174,14:45,14:59,11,6
ATN7,Sydney,53,14:00,14:14,9,6
ATN7,Sydney,118,16:30,16:44,14,6
ATN7,Sydney,111,14:30,14:44,14,7
ATN7,Sydney,72,15:00,15:14,7,6
ATN7,Sydney,165,13:30,13:44,11,6
ATN7,Sydney,48,15:00,15:14,5,7
ATN7,Sydney,50,14:30,14:44,2,7
ATN7,Sydney,107,20:30,20:44,1,6
ATN7,Sydney,96,14:15,14:29,14,6
ATN7,Sydney,372,13:30,13:44,11,7
ATN7,Sydney,134,16:30,16:44,13,7
ATN7,Sydney,170,17:45,17:59,14,6
ATN7,Sydney,349,13:00,13:14,11,7
ATN7,Sydney,62,13:30,13:44,13,6
ATN7,Sydney,572,17:30,17:44,11,7
ATN7,Sydney,59,14:45,14:59,6,6
ATN7,Sydney,54,14:00,14:14,10,6
ATN7,Sydney,68,14:00,14:14,10,7
ATN7,Sydney,79,13:45,13:59,14,7
ATN7,Sydney,63,16:15,16:29,7,6
ATN7,Sydney,169,14:15,14:29,11,6
ATN7,Sydney,59,15:15,15:29,5,7
ATN7,Sydney,124,16:45,16:59,10,6
ATN7,Sydney,106,16:45,16:59,12,6
ATN7,Sydney,126,15:00,15:14,14,7
ATN7,Sydney,116,14:00,14:14,12,7
ATN7,Sydney,36,13:45,13:59,5,6
ATN7,Sydney,73,12:45,12:59,12,6
ATN7,Sydney,320,12:30,12:44,11,7
ATN7,Sydney,102,12:30,12:44,11,6
ATN7,Sydney,423,16:00,16:14,11,7
ATN7,Sydney,74,16:15,16:29,2,6
ATN7,Sydney,110,13:45,13:59,4,7
ATN7,Sydney,142,16:45,16:59,9,6
ATN7,Sydney,123,14:30,14:44,14,6
ATN7,Sydney,50,15:45,15:59,1,5
ATN7,Sydney,77,15:15,15:29,7,6
ATN7,Sydney,97,17:15,17:29,2,6
ATN7,Sydney,125,14:30,14:44,4,7
ATN7,Sydney,105,17:00,17:14,8,7
ATN7,Sydney,197,16:45,16:59,12,7
ATN7,Sydney,82,16:15,16:29,6,7
ATN7,Sydney,59,13:30,13:44,14,7
ATN7,Sydney,196,09:45,09:59,11,7
ATN7,Sydney,94,13:45,13:59,14,6
ATN7,Sydney,53,13:45,13:59,3,7
ATN7,Sydney,102,15:15,15:29,12,6
ATN7,Sydney,111,17:30,17:44,12,6
ATN7,Sydney,169,16:30,16:44,1,7
ATN7,Sydney,107,15:30,15:44,13,6
ATN7,Sydney,105,16:00,16:14,1,6
ATN7,Sydney,98,15:45,15:59,8,7
ATN7,Sydney,74,14:30,14:44,10,7
ATN7,Sydney,292,17:45,17:59,11,6
ATN7,Sydney,111,14:45,14:59,4,7
ATN7,Sydney,48,15:00,15:14,1,5
ATN7,Sydney,29,07:00,07:14,11,7
ATN7,Sydney,139,17:30,17:44,1,6
ATN7,Sydney,109,14:00,14:14,1,7
ATN7,Sydney,51,11:45,11:59,4,6
ATN7,Sydney,35,15:30,15:44,8,6
ATN7,Sydney,365,13:45,13:59,11,7
ATN7,Sydney,145,17:15,17:29,9,6
ATN7,Sydney,165,17:15,17:29,1,7
ATN7,Sydney,115,16:00,16:14,12,6
ATN7,Sydney,88,15:00,15:14,13,7
ATN7,Sydney,123,16:15,16:29,13,6
ATN7,Sydney,43,15:15,15:29,1,5
ATN7,Sydney,96,15:45,15:59,9,6
ATN7,Sydney,275,17:15,17:29,11,6
ATN7,Sydney,196,16:30,16:44,12,7
ATN7,Sydney,106,17:15,17:29,7,7
ATN7,Sydney,96,17:30,17:44,7,6
ATN7,Sydney,98,15:15,15:29,13,7
ATN7,Sydney,109,08:30,08:44,11,7
ATN7,Sydney,97,13:45,13:59,12,7
ATN7,Sydney,179,17:15,17:29,12,7
ATN7,Sydney,68,15:15,15:29,9,7
ATN7,Sydney,81,16:30,16:44,10,7
ATN7,Sydney,48,14:45,14:59,1,5
ATN7,Sydney,104,16:15,16:29,1,6
ATN7,Sydney,424,15:00,15:14,11,7
ATN7,Sydney,39,13:30,13:44,8,6
ATN7,Sydney,55,15:15,15:29,6,6
ATN7,Sydney,196,15:45,15:59,12,7
ATN7,Sydney,48,14:00,14:14,6,7
ATN7,Sydney,108,14:00,14:14,12,6
ATN7,Sydney,110,16:30,16:44,12,6
ATN7,Sydney,119,14:15,14:29,14,7
ATN7,Sydney,176,17:45,17:59,1,7
ATN7,Sydney,120,14:15,14:29,1,7
ATN7,Sydney,75,14:15,14:29,7,7
ATN7,Sydney,106,15:00,15:14,9,6
ATN7,Sydney,76,15:45,15:59,2,6
ATN7,Sydney,61,14:15,14:29,9,6
ATN7,Sydney,58,14:15,14:29,10,6
ATN7,Sydney,156,13:45,13:59,11,6
ATN7,Sydney,50,15:30,15:44,1,5
ATN7,Sydney,24,12:45,12:59,9,6
ATN7,Sydney,63,14:30,14:44,9,7
ATN7,Sydney,102,16:00,16:14,9,6
ATN7,Sydney,173,17:00,17:14,14,6
ATN7,Sydney,65,13:00,13:14,4,7
ATN7,Sydney,122,17:30,17:44,7,7
ATN7,Sydney,123,14:45,14:59,14,6
ATN7,Sydney,130,16:15,16:29,13,7
ATN7,Sydney,388,14:00,14:14,11,7
ATN7,Sydney,77,16:30,16:44,6,7
ATN7,Sydney,427,14:15,14:29,11,7
ATN7,Sydney,110,15:00,15:14,13,6
ATN7,Sydney,611,17:45,17:59,11,7
ATN7,Sydney,96,14:15,14:29,12,6
ATN7,Sydney,121,15:45,15:59,3,7
ATN7,Sydney,107,17:00,17:14,10,6
ATN7,Sydney,105,16:45,16:59,5,7
ATN7,Sydney,26,13:30,13:44,5,6
ATN7,Sydney,58,15:30,15:44,6,6
ATN7,Sydney,43,13:30,13:44,7,6
ATN7,Sydney,60,12:45,12:59,4,7
ATN7,Sydney,104,16:30,16:44,7,7
ATN7,Sydney,58,14:00,14:14,7,7
ATN7,Sydney,32,13:45,13:59,6,6
ATN7,Sydney,83,17:15,17:29,3,7
ATN7,Sydney,65,12:45,12:59,4,6
ATN7,Sydney,87,16:45,16:59,9,7
ATN7,Sydney,112,16:15,16:29,5,7
ATN7,Sydney,108,16:15,16:29,14,6
ATN7,Sydney,298,10:45,10:59,11,7
ATN7,Sydney,126,19:45,19:59,1,6
ATN7,Sydney,67,14:15,14:29,3,7
ATN7,Sydney,100,13:30,13:44,4,7
ATN7,Sydney,181,16:15,16:29,14,7
ATN7,Sydney,73,15:30,15:44,10,7
ATN7,Sydney,69,15:45,15:59,6,7
ATN7,Sydney,73,16:00,16:14,10,6
ATN7,Sydney,50,14:30,14:44,8,6
ATN7,Sydney,98,16:00,16:14,5,7
ATN7,Sydney,78,17:15,17:29,10,6
ATN7,Sydney,52,07:15,07:29,11,7
ATN7,Sydney,177,09:30,09:44,11,7
ATN7,Sydney,53,12:15,12:29,12,6
ATN7,Sydney,161,17:30,17:44,1,7
ATN7,Sydney,187,16:45,16:59,14,7
ATN7,Sydney,88,16:45,16:59,6,6
ATN7,Sydney,51,14:15,14:29,2,6
ATN7,Sydney,97,16:00,16:14,8,7
ATN7,Sydney,102,14:00,14:14,14,7
ATN7,Sydney,92,15:15,15:29,7,7
ATN7,Sydney,99,16:30,16:44,8,7
ATN7,Sydney,121,14:15,14:29,12,7
ATN7,Sydney,46,15:45,15:59,8,6
ATN7,Sydney,71,15:00,15:14,9,7
ATN7,Sydney,75,13:45,13:59,13,6
ATN7,Sydney,97,13:00,13:14,12,7
ATN7,Sydney,186,14:30,14:44,11,6
ATN7,Sydney,154,17:15,17:29,2,7
ATN7,Sydney,210,17:00,17:14,12,7
ATN7,Sydney,72,13:30,13:44,14,6
ATN7,Sydney,71,16:00,16:14,10,7
ATN7,Sydney,95,15:45,15:59,11,5
ATN7,Sydney,132,17:30,17:44,14,7
ATN7,Sydney,68,15:45,15:59,10,7
ATN7,Sydney,41,13:45,13:59,8,6
ATN7,Sydney,66,12:00,12:14,11,6
ATN7,Sydney,546,17:15,17:29,11,7
ATN7,Sydney,55,11:00,11:14,4,6
ATN7,Sydney,86,15:15,15:29,2,6
ATN7,Sydney,48,16:30,16:44,1,5
ATN7,Sydney,138,20:15,20:29,1,6
ATN7,Sydney,128,16:00,16:14,13,7
ATN7,Sydney,666,18:00,18:14,11,7
ATN7,Sydney,96,08:15,08:29,11,7
ATN7,Sydney,34,13:15,13:29,11,5
ATN7,Sydney,49,13:00,13:14,10,7
ATN7,Sydney,118,08:45,08:59,11,7
ATN7,Sydney,48,15:30,15:44,5,6
ATN7,Sydney,114,17:45,17:59,14,7
ATN7,Sydney,200,16:00,16:14,11,6
ATN7,Sydney,280,17:30,17:44,11,6
ATN7,Sydney,84,16:30,16:44,2,6
ATN7,Sydney,78,12:45,12:59,12,7
ATN7,Sydney,75,15:30,15:44,8,7
ATN7,Sydney,102,17:15,17:29,5,6
ATN7,Sydney,76,14:30,14:44,9,6
ATN7,Sydney,84,15:30,15:44,11,5
ATN7,Sydney,82,16:15,16:29,9,7
ATN7,Sydney,103,17:15,17:29,5,7
ATN7,Sydney,186,15:15,15:29,12,7
ATN7,Sydney,133,17:00,17:14,1,6
ATN7,Sydney,55,14:30,14:44,10,6
ATN7,Sydney,48,14:15,14:29,7,6
ATN7,Sydney,74,16:15,16:29,6,6
ATN7,Sydney,54,16:30,16:44,5,6
ATN7,Sydney,130,19:30,19:44,1,6
ATN7,Sydney,177,17:00,17:14,1,7
ATN7,Sydney,51,14:30,14:44,1,5
ATN7,Sydney,116,14:15,14:29,4,7
ATN7,Sydney,109,16:45,16:59,8,7
ATN7,Sydney,68,12:30,12:44,12,7
ATN7,Sydney,88,13:30,13:44,1,7
ATN7,Sydney,56,12:30,12:44,4,7
ATN7,Sydney,64,15:45,15:59,7,6
ATN7,Sydney,67,14:45,14:59,6,7
ATN7,Sydney,104,15:15,15:29,3,7
ATN7,Sydney,99,15:30,15:44,1,7
ATN7,Sydney,478,17:00,17:14,11,7
ATN7,Sydney,189,15:30,15:44,12,7
ATN7,Sydney,87,17:15,17:29,9,7
ATN7,Sydney,64,14:00,14:14,3,7
ATN7,Sydney,136,17:00,17:14,3,7
ATN7,Sydney,54,12:30,12:44,12,6
ATN7,Sydney,86,14:45,14:59,7,7
ATN7,Sydney,146,16:00,16:14,2,7
ATN7,Sydney,159,16:45,16:59,14,6
ATN7,Sydney,154,14:45,14:59,12,7
ATN7,Sydney,131,09:00,09:14,11,7
ATN7,Sydney,178,16:00,16:14,14,7
ATN7,Sydney,92,17:15,17:29,7,6
ATN7,Sydney,158,16:15,16:29,2,7
ATN7,Sydney,119,16:15,16:29,3,7
ATN7,Sydney,154,15:30,15:44,14,7
ATN7,Sydney,86,14:45,14:59,9,6
ATN7,Sydney,336,12:45,12:59,11,7
ATN7,Sydney,64,14:45,14:59,2,7
ATN7,Sydney,87,17:15,17:29,6,7
ATN7,Sydney,166,13:15,13:29,11,6
ATN7,Sydney,80,16:00,16:14,6,7
ATN7,Sydney,90,16:45,16:59,6,7
ATN7,Sydney,133,14:30,14:44,12,7
ATN7,Sydney,89,16:30,16:44,6,6
ATN7,Sydney,91,17:15,17:29,6,6
ATN7,Sydney,437,15:15,15:29,11,7
ATN7,Sydney,86,14:30,14:44,7,7
ATN7,Sydney,101,17:00,17:14,7,7
ATN7,Sydney,104,13:45,13:59,12,6
ATN7,Sydney,113,17:15,17:29,13,6
ATN7,Sydney,88,16:45,16:59,10,7
ATN7,Sydney,74,13:00,13:14,12,6
ATN7,Sydney,48,13:15,13:29,10,7
ATN7,Sydney,170,17:00,17:14,2,7
ATN7,Sydney,423,15:30,15:44,11,7
ATN7,Sydney,445,16:45,16:59,11,7
ATN7,Sydney,134,15:45,15:59,2,7
ATN7,Sydney,93,13:30,13:44,12,7
ATN7,Sydney,708,18:15,18:29,11,7
ATN7,Sydney,90,13:15,13:29,1,7
ATN7,Sydney,39,15:00,15:14,8,6
ATN7,Sydney,133,15:15,15:29,14,7
ATN7,Sydney,98,15:45,15:59,5,7
ATN7,Sydney,292,11:00,11:14,11,7
ATN7,Sydney,97,15:00,15:14,3,7
ATN7,Sydney,176,16:15,16:29,1,7
ATN7,Sydney,77,07:30,07:44,11,7
ATN7,Sydney,192,16:00,16:14,12,7
ATN7,Sydney,147,16:45,16:59,2,7
ATN7,Sydney,125,15:45,15:59,14,6
ATN7,Sydney,121,16:45,16:59,13,6
ATN7,Sydney,79,17:00,17:14,10,7
ATN7,Sydney,113,17:00,17:14,5,7
ATN7,Sydney,171,15:00,15:14,11,6
ATN7,Sydney,80,15:30,15:44,5,7
ATN7,Sydney,148,14:00,14:14,11,6
ATN7,Sydney,54,17:15,17:29,10,7
ATN7,Sydney,122,16:00,16:14,13,6
ATN7,Sydney,62,14:45,14:59,10,6
ATN7,Sydney,18,12:30,12:44,9,6
ATN7,Sydney,88,15:00,15:14,2,7
ATN7,Sydney,75,15:15,15:29,10,7
ATN7,Sydney,28,13:00,13:14,11,5
ATN7,Sydney,98,17:15,17:29,12,6
ATN7,Sydney,71,14:15,14:29,10,7
ATN7,Sydney,138,15:45,15:59,1,7
ATN7,Sydney,70,14:30,14:44,2,6
ATN7,Sydney,154,16:30,16:44,2,7
ATN7,Sydney,56,14:15,14:29,1,5
ATN7,Sydney,230,16:15,16:29,11,6
ATN7,Sydney,58,15:00,15:14,5,6
ATN7,Sydney,75,12:15,12:29,11,6
ATN7,Sydney,175,17:15,17:29,14,6
ATN7,Sydney,58,16:30,16:44,8,6
ATN7,Sydney,100,15:15,15:29,9,6
ATN7,Sydney,42,14:15,14:29,11,5
ATN7,Sydney,100,15:30,15:44,13,7
ATN7,Sydney,69,14:30,14:44,7,6
ATN7,Sydney,62,13:00,13:14,1,7
"ATN7, 7mate Syd",Sydney,113,17:45,17:59,12,6
"ATN7, 7mate Syd",Sydney,163,17:45,17:59,1,6
7mate Tasmania,Tasmania,3,10:30,10:44,4,5
7mate Tasmania,Tasmania,21,17:00,17:14,2,7
7mate Tasmania,Tasmania,16,15:00,15:14,2,6
7mate Tasmania,Tasmania,21,16:00,16:14,2,6
7mate Tasmania,Tasmania,9,17:00,17:14,6,6
7mate Tasmania,Tasmania,11,16:15,16:29,5,7
7mate Tasmania,Tasmania,13,12:30,12:44,4,6
7mate Tasmania,Tasmania,24,16:30,16:44,2,6
7mate Tasmania,Tasmania,0,11:45,11:59,4,5
7mate Tasmania,Tasmania,11,15:15,15:29,6,6
7mate Tasmania,Tasmania,10,15:15,15:29,12,6
7mate Tasmania,Tasmania,7,13:30,13:44,4,6
7mate Tasmania,Tasmania,12,14:45,14:59,4,6
7mate Tasmania,Tasmania,0,18:15,18:29,1,6
7mate Tasmania,Tasmania,13,15:30,15:44,6,7
7mate Tasmania,Tasmania,6,12:45,12:59,4,7
7mate Tasmania,Tasmania,0,18:15,18:29,1,7
7mate Tasmania,Tasmania,20,15:30,15:44,2,6
7mate Tasmania,Tasmania,0,13:00,13:14,1,7
7mate Tasmania,Tasmania,10,16:15,16:29,8,6
7mate Tasmania,Tasmania,13,14:30,14:44,4,7
7mate Tasmania,Tasmania,11,13:30,13:44,12,6
7mate Tasmania,Tasmania,12,13:00,13:14,4,6
7mate Tasmania,Tasmania,9,15:15,15:29,8,7
7mate Tasmania,Tasmania,6,12:15,12:29,1,7
7mate Tasmania,Tasmania,0,12:00,12:14,4,5
7mate Tasmania,Tasmania,9,15:00,15:14,6,7
7mate Tasmania,Tasmania,29,17:00,17:14,2,6
7mate Tasmania,Tasmania,6,11:45,11:59,4,6
7mate Tasmania,Tasmania,12,16:45,16:59,8,6
7mate Tasmania,Tasmania,3,12:00,12:14,1,7
7mate Tasmania,Tasmania,26,17:15,17:29,2,6
7mate Tasmania,Tasmania,13,15:45,15:59,5,6
7mate Tasmania,Tasmania,15,16:15,16:29,6,6
7mate Tasmania,Tasmania,15,16:00,16:14,6,7
7mate Tasmania,Tasmania,11,17:00,17:14,12,6
7mate Tasmania,Tasmania,9,15:00,15:14,8,7
7mate Tasmania,Tasmania,5,12:00,12:14,4,7
7mate Tasmania,Tasmania,11,15:45,15:59,12,6
7mate Tasmania,Tasmania,7,12:15,12:29,4,6
7mate Tasmania,Tasmania,5,14:45,14:59,12,6
7mate Tasmania,Tasmania,9,18:00,18:14,12,6
7mate Tasmania,Tasmania,18,16:45,16:59,2,7
7mate Tasmania,Tasmania,14,16:30,16:44,5,6
7mate Tasmania,Tasmania,12,15:30,15:44,5,6
7mate Tasmania,Tasmania,12,14:00,14:14,2,6
7mate Tasmania,Tasmania,12,15:45,15:59,6,6
7mate Tasmania,Tasmania,2,10:15,10:29,4,5
7mate Tasmania,Tasmania,13,14:45,14:59,5,6
7mate Tasmania,Tasmania,21,15:15,15:29,2,7
7mate Tasmania,Tasmania,0,10:00,10:14,4,5
7mate Tasmania,Tasmania,15,14:00,14:14,5,6
7mate Tasmania,Tasmania,13,14:00,14:14,6,6
7mate Tasmania,Tasmania,11,13:15,13:29,4,6
7mate Tasmania,Tasmania,9,13:45,13:59,4,6
7mate Tasmania,Tasmania,13,13:30,13:44,4,7
7mate Tasmania,Tasmania,13,16:00,16:14,12,6
7mate Tasmania,Tasmania,16,16:30,16:44,6,7
7mate Tasmania,Tasmania,3,12:30,12:44,4,7
7mate Tasmania,Tasmania,13,12:45,12:59,4,6
7mate Tasmania,Tasmania,9,15:15,15:29,1,6
7mate Tasmania,Tasmania,16,15:45,15:59,2,7
7mate Tasmania,Tasmania,8,16:45,16:59,6,6
7mate Tasmania,Tasmania,7,13:30,13:44,6,7
7mate Tasmania,Tasmania,13,16:45,16:59,5,7
7mate Tasmania,Tasmania,9,14:45,14:59,1,6
7mate Tasmania,Tasmania,9,13:15,13:29,12,6
7mate Tasmania,Tasmania,15,17:00,17:14,6,7
7mate Tasmania,Tasmania,13,17:15,17:29,5,6
7mate Tasmania,Tasmania,14,13:30,13:44,8,6
7mate Tasmania,Tasmania,6,13:00,13:14,12,6
7mate Tasmania,Tasmania,12,15:30,15:44,5,7
7mate Tasmania,Tasmania,12,17:00,17:14,8,6
7mate Tasmania,Tasmania,9,15:30,15:44,8,6
7mate Tasmania,Tasmania,13,14:30,14:44,4,6
7mate Tasmania,Tasmania,12,15:00,15:14,8,6
7mate Tasmania,Tasmania,12,17:15,17:29,12,6
7mate Tasmania,Tasmania,11,17:30,17:44,12,6
7mate Tasmania,Tasmania,19,15:15,15:29,2,6
7mate Tasmania,Tasmania,15,15:45,15:59,6,7
7mate Tasmania,Tasmania,14,17:00,17:14,5,6
7mate Tasmania,Tasmania,13,13:45,13:59,5,7
7mate Tasmania,Tasmania,8,14:30,14:44,1,6
7mate Tasmania,Tasmania,11,16:00,16:14,8,6
7mate Tasmania,Tasmania,4,12:15,12:29,4,7
7mate Tasmania,Tasmania,8,13:30,13:44,5,6
7mate Tasmania,Tasmania,15,15:00,15:14,5,6
7mate Tasmania,Tasmania,8,15:45,15:59,8,7
7mate Tasmania,Tasmania,7,14:30,14:44,12,6
7mate Tasmania,Tasmania,7,14:15,14:29,6,7
7mate Tasmania,Tasmania,19,17:15,17:29,2,7
7mate Tasmania,Tasmania,11,16:00,16:14,5,7
7mate Tasmania,Tasmania,17,16:30,16:44,2,7
7mate Tasmania,Tasmania,10,14:00,14:14,4,6
7mate Tasmania,Tasmania,14,16:15,16:29,6,7
7mate Tasmania,Tasmania,13,16:00,16:14,5,6
7mate Tasmania,Tasmania,8,15:30,15:44,8,7
7mate Tasmania,Tasmania,12,14:45,14:59,5,7
7mate Tasmania,Tasmania,10,14:30,14:44,8,6
7mate Tasmania,Tasmania,0,11:30,11:44,4,5
7mate Tasmania,Tasmania,3,10:45,10:59,4,5
7mate Tasmania,Tasmania,8,17:15,17:29,6,6
7mate Tasmania,Tasmania,12,17:15,17:29,8,6
7mate Tasmania,Tasmania,11,16:30,16:44,8,7
7mate Tasmania,Tasmania,12,14:30,14:44,6,6
7mate Tasmania,Tasmania,6,14:30,14:44,6,7
7mate Tasmania,Tasmania,7,13:00,13:14,4,7
7mate Tasmania,Tasmania,9,15:45,15:59,8,6
7mate Tasmania,Tasmania,9,16:30,16:44,6,6
7mate Tasmania,Tasmania,4,12:45,12:59,1,7
7mate Tasmania,Tasmania,8,15:00,15:14,12,6
7mate Tasmania,Tasmania,12,14:45,14:59,4,7
7mate Tasmania,Tasmania,6,15:30,15:44,1,6
7mate Tasmania,Tasmania,15,14:45,14:59,2,6
7mate Tasmania,Tasmania,1,12:15,12:29,4,5
7mate Tasmania,Tasmania,12,17:00,17:14,5,7
7mate Tasmania,Tasmania,29,16:45,16:59,2,6
7mate Tasmania,Tasmania,14,14:45,14:59,8,6
7mate Tasmania,Tasmania,12,14:30,14:44,2,6
7mate Tasmania,Tasmania,15,15:30,15:44,2,7
7mate Tasmania,Tasmania,11,14:30,14:44,5,7
7mate Tasmania,Tasmania,3,18:00,18:14,1,6
7mate Tasmania,Tasmania,5,12:30,12:44,12,6
7mate Tasmania,Tasmania,10,11:00,11:14,4,6
7mate Tasmania,Tasmania,13,14:15,14:29,4,7
7mate Tasmania,Tasmania,6,13:30,13:44,6,6
7mate Tasmania,Tasmania,11,17:15,17:29,5,7
7mate Tasmania,Tasmania,11,15:15,15:29,5,7
7mate Tasmania,Tasmania,12,16:30,16:44,8,6
7mate Tasmania,Tasmania,9,14:45,14:59,6,7
7mate Tasmania,Tasmania,12,17:00,17:14,8,7
7mate Tasmania,Tasmania,10,14:15,14:29,12,6
7mate Tasmania,Tasmania,12,14:00,14:14,5,7
7mate Tasmania,Tasmania,11,15:15,15:29,6,7
7mate Tasmania,Tasmania,21,15:45,15:59,2,6
7mate Tasmania,Tasmania,14,14:30,14:44,5,6
7mate Tasmania,Tasmania,15,15:15,15:29,5,6
7mate Tasmania,Tasmania,7,17:45,17:59,1,7
7mate Tasmania,Tasmania,14,16:45,16:59,5,6
7mate Tasmania,Tasmania,6,18:15,18:29,12,6
7mate Tasmania,Tasmania,12,15:45,15:59,5,7
7mate Tasmania,Tasmania,6,12:30,12:44,1,7
7mate Tasmania,Tasmania,12,15:00,15:14,6,6
7mate Tasmania,Tasmania,12,14:15,14:29,4,6
7mate Tasmania,Tasmania,14,13:45,13:59,5,6
7mate Tasmania,Tasmania,5,12:30,12:44,4,7
7mate Tasmania,Tasmania,15,16:00,16:14,6,6
7mate Tasmania,Tasmania,9,13:30,13:44,5,7
7mate Tasmania,Tasmania,7,14:15,14:29,1,6
7mate Tasmania,Tasmania,14,13:45,13:59,4,7
7mate Tasmania,Tasmania,8,16:15,16:29,8,7
7mate Tasmania,Tasmania,21,16:15,16:29,2,6
7mate Tasmania,Tasmania,6,18:30,18:44,12,6
7mate Tasmania,Tasmania,19,14:30,14:44,2,7
7mate Tasmania,Tasmania,13,16:30,16:44,5,7
7mate Tasmania,Tasmania,15,16:15,16:29,12,6
7mate Tasmania,Tasmania,6,12:15,12:29,12,6
7mate Tasmania,Tasmania,14,14:15,14:29,6,6
7mate Tasmania,Tasmania,9,14:15,14:29,5,7
7mate Tasmania,Tasmania,7,12:00,12:14,4,6
7mate Tasmania,Tasmania,12,14:15,14:29,2,6
7mate Tasmania,Tasmania,2,11:15,11:29,4,5
7mate Tasmania,Tasmania,13,15:00,15:14,5,7
7mate Tasmania,Tasmania,11,14:15,14:29,8,6
7mate Tasmania,Tasmania,11,16:45,16:59,8,7
7mate Tasmania,Tasmania,7,14:30,14:44,8,7
7mate Tasmania,Tasmania,12,17:15,17:29,8,7
7mate Tasmania,Tasmania,12,15:30,15:44,6,6
7mate Tasmania,Tasmania,16,14:15,14:29,5,6
7mate Tasmania,Tasmania,21,15:00,15:14,2,7
7mate Tasmania,Tasmania,6,12:00,12:14,12,6
7mate Tasmania,Tasmania,16,13:45,13:59,8,6
7mate Tasmania,Tasmania,13,16:15,16:29,5,6
7mate Tasmania,Tasmania,12,14:45,14:59,6,6
7mate Tasmania,Tasmania,14,16:30,16:44,12,6
7mate Tasmania,Tasmania,15,14:00,14:14,8,6
7mate Tasmania,Tasmania,10,15:15,15:29,8,6
7mate Tasmania,Tasmania,20,14:45,14:59,2,7
7mate Tasmania,Tasmania,6,12:45,12:59,12,6
